asn,conglomerate,org_id,org_name,ownership_cc,ownership_country_name,rir,source,quote,quote_lang,url,additional_info,inputs,parent_org,target_cc,target_country_name
37203,LR-LIBTELCO,ORG-LTC1-AFRINIC,Liberia Telecommunications Corporation (libtelco),LR,Liberia,AFRINIC,Company's website,"As a state owned entity and as Liberia's National Operator, we realized that we are responsible not only to Government, but to the Liberian people who are our primary stakeholders, and to the communities in which we serve",English,https://www.libtelco.com.lr/about.php,,W,,,
21003,LY-GPTC,@aut-21003-RIPE,General Post and Telecommunication Company (GPTC),LY,Libya,AFRINIC,Freedom House,The state-owned internet provider Libya Telecom and Technology (LTT),English,https://freedomhouse.org/country/libya/freedom-net/2019,,"G, E, W, O",,,
37558,LY-LITC,ORG-LITC1-AFRINIC,LIBYAN INTERNATIONAL TELECOMMUNICATION COMPANY,LY,Libya,AFRINIC,Company's website,The Libyan International Telecom Company (LITC) is one of the subsidiaries of the Libyan Post and Telecommunications and Information Technology (LPTIC) Holding.,English,https://litc.ly/en/about-us/,"The state-run LPTIC, formerly the General Post and Telecommunications Company (GPTC), is the main telecommunications operator (https://freedomhouse.org/country/libya/freedom-net/2019)","W, O",,,
328286,LY-LIBYANA,ORG-LMPC1-AFRINIC,Libyana Mobile Phone Company JSC,LY,Libya,AFRINIC,Freedom House,"LPTIC owns two mobile phone providers, Almadar and Libyana, while a third provider, Libya Phone, is owned by LTT",English,https://freedomhouse.org/country/libya/freedom-net/2019,"The state-run LPTIC, formerly the General Post and Telecommunications Company (GPTC)(also in freedom house report)","E, W",,,
37284,LY-LPTIC,ORG-AAFT1-AFRINIC,Aljeel Aljadeed For Technology,LY,Libya,AFRINIC,Company's website,Subsidiary: Aljeel Aljadeed for Technology,English,https://lptic.ly/en/subsidiary/,"The state-run LPTIC, formerly the General Post and Telecommunications Company (GPTC)(https://freedomhouse.org/country/libya/freedom-net/2019)","G, E",,,
328200,LY-ALMADAR,ORG-AMAJ1-AFRINIC,Al Madar Al Jadeed Joint Stock Company,LY,Libya,AFRINIC,Company's website,"Almadar Aljadid is a government owned mobile network operator and data provider based in Tripoli, Libya. Established in 1995, as the first operator in North Africa ,and Mobile only operator in Libya, we have over 3 million subscribers ranging from government establishments, to businesses and individuals",English,https://www.almadar.ly/en/Pages/Who-we-are.aspx,,"E, E, W, W, O, O",,,
17652,MU-TELECOM,@family-49686,Mauritius Telecom Ltd,MU,Mauritius,AFRINIC,Company's website,Government of Mauritius (33.49%) SBM Holdings Ltd (19 %),English,https://www.telecom.mu/aboutus/shareholders/,"The government also holds controlling shares in the State Bank of Mauritius, Air Mauritius (the national airline), and Mauritius Telecom (https://www.state.gov/reports/2021-investment-climate-statements/mauritius/)","G, E",,,
23889,MU-TELECOM,@family-49686,Mauritius Telecom Ltd,MU,Mauritius,AFRINIC,Company's website,Government of Mauritius (33.49%) SBM Holdings Ltd (19 %),English,https://www.telecom.mu/aboutus/shareholders/,"The government also holds controlling shares in the State Bank of Mauritius, Air Mauritius (the national airline), and Mauritius Telecom (https://www.state.gov/reports/2021-investment-climate-statements/mauritius/)","G, E",,,
36945,MZ-TDM,ORG-MCS4-AFRINIC,"Mocambique Celular, SARL",MZ,Mozambique,AFRINIC,commsupdate,The merger of Mozambique’s state-backed telecoms operators Telecomunicacoes de Mocambique (TDM) and mCel has been completed. The enlarged firm has been rebranded Mocambique Telecom and is operating under the new name Tmcel,English,https://www.commsupdate.com/articles/2019/01/21/mozambique-telcos-complete-merger/,,"E, W",,,
37042,MZ-TDM,ORG-MCS4-AFRINIC,"Mocambique Celular, SARL",MZ,Mozambique,AFRINIC,commsupdate,The merger of Mozambique’s state-backed telecoms operators Telecomunicacoes de Mocambique (TDM) and mCel has been completed. The enlarged firm has been rebranded Mocambique Telecom and is operating under the new name Tmcel,English,https://www.commsupdate.com/articles/2019/01/21/mozambique-telcos-complete-merger/,,"E, W",,,
30619,MZ-TDM,ORG-TDM1-AFRINIC,Telecomunicacoes de Mocambique (TDM),MZ,Mozambique,AFRINIC,commsupdate,The merger of Mozambique’s state-backed telecoms operators Telecomunicacoes de Mocambique (TDM) and mCel has been completed. The enlarged firm has been rebranded Mocambique Telecom and is operating under the new name Tmcel,English,https://www.commsupdate.com/articles/2019/01/21/mozambique-telcos-complete-merger/,,W,,,
37064,MZ-TDM,ORG-TDM1-AFRINIC,Telecomunicacoes de Mocambique (TDM),MZ,Mozambique,AFRINIC,commsupdate,The merger of Mozambique’s state-backed telecoms operators Telecomunicacoes de Mocambique (TDM) and mCel has been completed. The enlarged firm has been rebranded Mocambique Telecom and is operating under the new name Tmcel,English,https://www.commsupdate.com/articles/2019/01/21/mozambique-telcos-complete-merger/,,W,,,
36865,MZ-TDM,ORG-TM2-AFRINIC,Teledata Mozambique,MZ,Mozambique,AFRINIC,Company's website,As empresas que constituem o Grupo TDM sao: tem como objecto a transmissao de dados e internet. A TDM e detentora de 100% do capital social desta subsidiaria.,Portuguese,http://www.tdm.co.mz/portdm/grupo_v2.html,The merger of Mozambique’s state-backed telecoms operators Telecomunicacoes de Mocambique (TDM) and mCel has been completed (https://www.commsupdate.com/articles/2019/01/21/mozambique-telcos-complete-merger/),G,,,
37385,NE-SONITEL,ORG-SNDT2-AFRINIC,Societe Nigerienne des Telecommunications (SONITEL),NE,Niger,AFRINIC,commsupdate,"Niger has disclosed plans to merge state-owned fixed line operator Sonitel and its wholly owned mobile unit SahelCom into a single entity, Reuters Africa reports, citing an announcement by telecommunications minister Yahouza Sadissou",English,https://www.commsupdate.com/articles/2016/09/30/govt-to-merge-sonitel-sahelcom-into-niger-telecom/,,"G, E, W",,,
36928,SL-SIERRATEL,ORG-SLTC1-AFRINIC,Sierra Leone Telecommunications Co Ltd,SL,Sierra Leone,AFRINIC,Company's website,"The Sierra Leone Telecommunications Company Limited (SIERRATEL) came into being on 1st April 1995 as an outcome of a merger between two former state owned Telecommunication entities, Sierra Leone External Telecommunications Company Limited (SLET) and Sierra Leone National Telecommunication Company (SLNTC). The company was rebranded and named SIERRATEL.",English,https://www.sierratel.sl/index.php?p=35,,"G, E, W, O",,,
327903,SL-MIC,ORG-MOIA1-AFRINIC,"Ministry of Information and Communications, Government of Sierra Leone",SL,Sierra Leone,AFRINIC,Company's website,"MANDATE OF THE MINISTRY: Facilitate universal, ubiquitous and cost effective access to information and communications infrastructure and services throughout the country.",English,http://mic.gov.sl/dotnetnuke/About-Us/Departments-and-Agencies,,"C, O",,,
19711,SZ-PTC,ORG-SP2-AFRINIC,SWAZILAND PTC,SZ,Swaziland,AFRINIC,Company's website,The Corporation is categorised as a Class A Public Enterprise under the Public Enterprise and Monitoring Act No.8 of 1989 which is defined in section 2(a) - as a body wholly owned by government or in which government has a majority interest,English,http://www.sptc.co.sz/about/index.php,,"G, E, W",,,
327762,SZ-PTC,ORG-SP2-AFRINIC,SWAZILAND PTC,SZ,Swaziland,AFRINIC,Company's website,The Corporation is categorised as a Class A Public Enterprise under the Public Enterprise and Monitoring Act No.8 of 1989 which is defined in section 2(a) - as a body wholly owned by government or in which government has a majority interest,English,http://www.sptc.co.sz/about/index.php,,"G, E, W",,,
328104,TD-ADETIC,ORG-ADDD1-AFRINIC,Agence de Developpement de Technologies de l'Information et de la Communication (ADETIC),TD,Chad,AFRINIC,World Bank,"However, the Ministry of Post and New Information Technology (MPNTI) introduced the obligation to use the international gateway of the incumbent Sotel for voice services, which was later transferred to the ADETIC - ICT Telecom Agency (Agence de Developpement des Technologies de l'Information), an ICT sector agency, in 2016 (cf. below). The 're-monopolization' of the international gateway is a major step backwards and is contrary to international best practices and the recommendations of the World Bank",English,http://documents.worldbank.org/curated/en/416901537280719716/pdf/116242-PGD-OUO-9-Chad-1st-Economic-Recovery-Resilience-DPO-PD-August-14.pdf,,G,,,
37544,TD-SOTEL,ORG-GSTS1-AFRINIC,"Groupe SOTEL TCHAD, S.A",TD,Chad,AFRINIC,World Bank,while the state-owned operator Sotel lags the others with a market share of only 5 percent.,English,http://documents.worldbank.org/curated/en/281311541176095910/pdf/AUS0000191-REVISED-EscapingChadsGrowthLabyrinth.pdf,,G,,,
24691,TG-TELECOM,@aut-24691-RIPE,"TogoTelecom, Togo",TG,Togo,AFRINIC,World Bank,"The fixed-line telephone market is controlled by Togo Telecom, a state-owned monopoly, which also had de facto monopoly over international connectivity and fiber infrastructure",English,http://documents.worldbank.org/curated/en/422321513998082172/pdf/TOGO-DPO-PD-Final-11292017.pdf,,"G, E, W",,,
2609,TN-TELECOM,@aut-2609-RIPE,Tunisia BackBone AS,TN,Tunisia,AFRINIC,Freedom House,The government-controlled Tunisie Telecom,English,https://freedomhouse.org/country/tunisia/freedom-net/2019,,"G, E, W",,,
37492,TN-ORANGE,ORG-OT3-AFRINIC,Orange Tunisie,TN,Tunisia,AFRINIC,Freedom House,"Orange Tunisie has been controlled by the state since 2011, when a 51 percent stake was seized from Marwan Ben Mabrouk, son-in-law of former president Ben Ali. The remaining 49 percent stake is owned by the multinational group Orange",English,https://freedomhouse.org/country/tunisia/freedom-net/2019,,"G, E, W",,,
328126,TN-ORANGE,ORG-OT3-AFRINIC,Orange Tunisie,TN,Tunisia,AFRINIC,Freedom House,"Orange Tunisie has been controlled by the state since 2011, when a 51 percent stake was seized from Marwan Ben Mabrouk, son-in-law of former president Ben Ali. The remaining 49 percent stake is owned by the multinational group Orange",English,https://freedomhouse.org/country/tunisia/freedom-net/2019,,"G, E, W",,,
5438,TN-ATI,ORG-ATD4-RIPE,Agence Tunisienne d'Internet,TN,Tunisia,AFRINIC,Freedom House,the state-run Tunisian Internet Agency (ATI),English,https://freedomhouse.org/country/tunisia/freedom-net/2019,,E,,,
5532,TN-TELECOM,ORG-DL6-RIPE,GO p.l.c.,TN,Tunisia,AFRINIC,Company's website,"TT Malta Limited, a wholly owned subsidiary of Tunisie Telecom, which now owns a 65 per cent stake in the business",English,https://www.go.com.mt/about-go,,"G, E",@aut-2609-RIPE,MT,Malta
15735,TN-TELECOM,ORG-DL6-RIPE,GO p.l.c.,TN,Tunisia,AFRINIC,Company's website,"TT Malta Limited, a wholly owned subsidiary of Tunisie Telecom, which now owns a 65 per cent stake in the business",English,https://www.go.com.mt/about-go,,"G, E",@aut-2609-RIPE,MT,Malta
29387,TN-TELECOM,ORG-DL6-RIPE,GO p.l.c.,TN,Tunisia,AFRINIC,Company's website,"TT Malta Limited, a wholly owned subsidiary of Tunisie Telecom, which now owns a 65 per cent stake in the business",English,https://www.go.com.mt/about-go,,"G, E",@aut-2609-RIPE,MT,Malta
37705,TN-TELECOM,ORG-TA40-AFRINIC,TOPNET,TN,Tunisia,AFRINIC,Company's website,"TOPNET devient une filiale de groupe Tunisie Telecom, en Juin 2010, cette acquisition est consideree par Tunisie Telecom comme etant une operation strategique permettant le renforcement de son leadership a travers un acteur qui, en quelques annees, a reussi a se hisser en leader sur le marche des fournisseurs de services Internet (FSI).",French,https://www.topnet.tn/pages/qui-sommes-nous,"Topnet, owned by Tunisie Telecom. The government-controlled Tunisie Telecom (https://freedomhouse.org/country/tunisia/freedom-net/2019)","G, E, O",,,
37508,TN-TELECOM,ORG-MA28-AFRINIC,MATTEL,TN,Tunisia,AFRINIC,commsupdate,"Mattel, which is backed by Tunisie Telecom",English,https://www.commsupdate.com/articles/2019/09/17/mattel-inks-deal-with-huawei/,,E,@aut-2609-RIPE,MR,Mauritania
327698,ZA-INFRACO,ORG-BI2-AFRINIC,Broadband Infraco,ZA,South Africa,AFRINIC,Company's website,Broadband Infraco SOC is a licensed state owned company in the telecommunications sector,English,https://infraco.co.za/who-we-are/,,"W, O",,,
5713,ZA-TELKOM,ORG-TSL2-AFRINIC,Telkom SA Ltd.,ZA,South Africa,AFRINIC,Company's annual report,Government of South Africa (40.5%) + Public Investment Corporation (SOC) Ltd (12.3%),English,http://www.sharedata.co.za/data/006966/pdfs/TELKOM_ar_mar18.pdf,"The Public Investment Corporation SOC Limited (PIC) is an asset management firm wholly owned by the government of the Republic of South Africa, represented by the Minister of Finance. (https://www.pic.gov.za/who-we-are/about-us)","G, E, W, O",,,
5734,ZA-TELKOM,ORG-TSL2-AFRINIC,Telkom SA Ltd.,ZA,South Africa,AFRINIC,Company's annual report,Government of South Africa (40.5%) + Public Investment Corporation (SOC) Ltd (12.3%),English,http://www.sharedata.co.za/data/006966/pdfs/TELKOM_ar_mar18.pdf,,"G, E, W, O",,,
37118,ZA-TELKOM,ORG-TSL2-AFRINIC,Telkom SA Ltd.,ZA,South Africa,AFRINIC,Company's annual report,Government of South Africa (40.5%) + Public Investment Corporation (SOC) Ltd (12.3%),English,http://www.sharedata.co.za/data/006966/pdfs/TELKOM_ar_mar18.pdf,,"G, E, W, O",,,
37167,ZA-TELKOM,ORG-TSL2-AFRINIC,Telkom SA Ltd.,ZA,South Africa,AFRINIC,Company's annual report,Government of South Africa (40.5%) + Public Investment Corporation (SOC) Ltd (12.3%),English,http://www.sharedata.co.za/data/006966/pdfs/TELKOM_ar_mar18.pdf,,"G, E, W, O",,,
37251,ZA-TELKOM,ORG-TSL2-AFRINIC,Telkom SA Ltd.,ZA,South Africa,AFRINIC,Company's annual report,Government of South Africa (40.5%) + Public Investment Corporation (SOC) Ltd (12.3%),English,http://www.sharedata.co.za/data/006966/pdfs/TELKOM_ar_mar18.pdf,,"G, E, W, O",,,
37457,ZA-TELKOM,ORG-TSL2-AFRINIC,Telkom SA Ltd.,ZA,South Africa,AFRINIC,Company's annual report,Government of South Africa (40.5%) + Public Investment Corporation (SOC) Ltd (12.3%),English,http://www.sharedata.co.za/data/006966/pdfs/TELKOM_ar_mar18.pdf,,"G, E, W, O",,,
328028,ZA-TELKOM,ORG-TSL2-AFRINIC,Telkom SA Ltd.,ZA,South Africa,AFRINIC,Company's annual report,Government of South Africa (40.5%) + Public Investment Corporation (SOC) Ltd (12.3%),English,http://www.sharedata.co.za/data/006966/pdfs/TELKOM_ar_mar18.pdf,,"G, E, W, O",,,
22572,ZA-SENTECH,ORG-IL12-AFRINIC,Sentech SOC Ltd,ZA,South Africa,AFRINIC,Company's website,"SENTECH, a state-owned company, is a leading provider of electronic communications network services to the country's broadcasting and communications industry. We provide broadcast transmission services to all SABC radio and television stations, commercial radio and TV stations, and over 150 Community radio stations country-wide on a daily basis. We also provide connectivity and infrastructure services to the retail, telecommunications and the public sector.",English,https://www.sentech.co.za/about-us/who-we-are,,O,,,
7420,ZM-ZAMNET,ORG-ZA1-AFRINIC,Zamnet,ZM,Zambia,AFRINIC,World Bank,Privatization:Zamtel remains 100 percent state owned.,English,http://documents.worldbank.org/curated/en/460571468334254605/pdf/396590ZM0Parti101OFFICIAL0USE0ONLY1.pdf,the state-owned Zamtel (https://freedomhouse.org/country/zambia/freedom-net/2019),O,,,
37154,ZM-ZAMNET,ORG-ZTCL1-AFRINIC,Zambia Telecommunications Company Ltd aka ZAMTEL,ZM,Zambia,AFRINIC,Company's website,The Sole Shareholder Of The Company Is The Government Of The Republic Of Zambia,English,https://www.zamtel.zm/about_company.html,state-owned Zambia Telecommunications Company Limited (Zamtel) (https://freedomhouse.org/country/zambia/freedom-net/2019),"G, E, O",,,
328570,ZM-FIBERCOM,ORG-FL5-AFRINIC,Fibercom,ZM,Zambia,AFRINIC,Company's website,"ZESCO Limited is a vertically integrated electricity utility, which generates, transmits, distributes and supplies electricity in Zambia. It is a public utility, with the Government of the Republic of Zambia being a sole shareholder. FibreCom is strategically positioned in ZESCO to provide mission critical services of power grid protection and Supervisory Control and Data Acquisition (SCADA), but also advance the deployment of ICT in the country through the provision of the backbone network to other service providers",English,https://www.zesco.co.zm/aboutUs,the state-owned ZESCO (Fibrecom) (https://freedomhouse.org/country/zambia/freedom-net/2019),G,,,
